Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
0,230000,1,3,1,46,-2,-2,-2,-2,-2,-2,1313,1414,1258,2565,-5,1100,1421,1264,2577,0,1105,0
0,50000,1,1,2,37,0,0,0,0,0,0,13191,14659,17097,18207,20580,22577,2000,3000,1700,3000,2500,5000
0,50000,1,2,1,32,0,0,0,0,0,0,42163,38252,27396,23584,17272,17634,1472,1500,1282,618,640,644
0,30000,1,2,1,41,1,2,0,0,0,0,14110,13591,14309,15320,15774,15950,0,1244,1255,709,578,741
1,140000,1,2,2,32,1,2,2,2,2,3,67923,69412,67734,73079,75255,75757,3200,0,6500,4000,2000,3000
0,60000,1,3,2,43,0,0,0,0,0,0,55800,53216,43077,36197,34283,20395,1782,1850,1318,5822,794,2000
0,50000,1,3,1,41,1,2,2,2,0,0,26915,26184,29261,28444,28878,27655,0,3500,0,1100,1100,2000
0,20000,1,2,2,30,0,0,0,0,0,0,16320,28674,15491,16299,16428,0,1238,1392,1200,329,0,0
0,50000,1,2,2,36,0,0,2,2,-2,-2,46712,50932,49400,0,0,0,5000,0,2000,0,0,0
0,110000,1,3,1,34,0,0,0,0,0,0,23751,25068,26351,26996,27754,28597,1717,2000,2000,1500,2000,5000
1,260000,1,2,1,46,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600
0,50000,1,2,1,47,0,0,0,0,0,0,38830,35866,30260,19187,19324,19192,1600,8820,1293,820,700,689
0,80000,1,3,2,40,1,2,2,2,2,2,81053,79337,82698,81467,49150,51303,300,6200,2139,0,4000,0
0,200000,1,3,2,39,0,0,0,0,0,0,84184,95791,94901,92866,93514,85659,16000,5013,5024,10000,5000,10000
0,30000,1,3,1,47,0,0,0,-1,0,0,118587,89271,91157,30420,30384,29774,6624,3000,31959,1052,1062,1114
0,50000,1,3,2,42,2,0,0,0,0,2,4864,5876,6898,7910,8681,8397,1252,1274,1286,1057,0,306
0,280000,1,2,2,33,0,0,0,0,0,0,265120,238661,223383,162196,165129,168295,9104,9401,6001,6001,6201,6201
0,120000,1,2,1,40,-1,0,0,0,0,0,112123,114344,117684,117344,58800,0,4089,5179,2543,1176,0,0
0,20000,1,3,2,35,0,0,0,0,0,0,16500,17012,18181,19331,19113,17996,1281,1450,1600,382,383,345
0,300000,1,6,1,46,0,0,0,0,0,-1,289299,297003,300153,9250,6088,2497,15000,13274,1010,185,2497,2497
0,430000,1,2,2,29,-2,-2,-2,-2,-2,-2,1442,3058,0,980,0,0,3058,0,980,0,0,1030
0,20000,1,3,3,46,0,0,0,0,0,0,14075,15523,17264,18325,15680,0,2000,2000,1500,500,0,0
0,210000,1,1,1,40,0,0,0,0,0,0,119752,114952,108857,103789,96250,95788,10030,6053,10036,6027,10028,10030
1,80000,1,2,1,31,0,0,0,0,0,0,47464,49665,50538,53314,27962,27873,3000,2000,29000,2004,2000,2000
1,220000,1,1,1,47,2,2,2,0,0,0,165665,163494,162360,134989,124915,84959,2008,6000,6000,4000,2852,9000
0,60000,1,3,1,31,1,2,0,0,-2,-2,36243,35369,35320,0,0,0,0,1027,0,0,0,0
1,80000,1,2,2,33,2,2,0,0,0,0,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0
0,50000,1,2,1,32,0,0,0,0,0,0,46827,48134,49550,48377,18727,19116,2084,2500,1135,497,514,335
1,50000,1,3,2,34,1,2,2,2,2,2,33776,34824,33988,36311,36918,36191,1900,0,3200,1500,0,3000
1,50000,1,3,1,49,0,0,0,0,0,0,49331,46429,47446,39516,17643,32230,2000,3030,4000,2000,2800,2936
0,20000,1,3,1,40,0,0,0,0,0,0,8151,9011,10858,12670,13157,13742,1153,2000,2000,1000,800,1000
0,200000,1,2,1,31,-2,-2,-2,-2,-2,-2,6926,1747,642,0,0,0,1747,642,0,0,0,500
0,180000,1,2,2,32,0,0,0,0,-2,-2,22832,19517,11988,0,0,0,1429,1000,0,0,0,0
1,320000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,200000,1,3,2,48,0,0,0,0,-1,-1,87035,79529,67675,56519,11884,14343,2915,2646,2208,12503,14869,0
1,20000,1,2,2,41,0,0,0,2,2,0,10142,10869,13940,14755,14223,15337,1200,3250,1340,0,1500,5000
0,50000,1,2,2,39,1,3,2,2,2,2,50180,49089,48935,18243,20285,17175,0,1266,0,2301,0,748
1,50000,1,2,2,25,0,0,0,0,0,0,50479,48294,48735,45036,19246,18872,1649,11890,1367,668,675,673
0,80000,1,2,1,43,0,0,0,0,0,0,44620,33729,40350,38812,33459,31650,1582,15350,1491,3459,1650,9028
0,20000,1,2,2,37,-1,-1,0,0,0,0,830,17597,17840,16342,16428,18167,17597,1332,1134,1000,2000,0
0,300000,1,1,1,42,-1,-1,-1,-2,-2,-2,1653,1734,0,0,0,0,1734,0,0,0,0,0
0,30000,1,2,2,35,1,3,3,2,0,0,25601,26886,26185,25470,25751,27179,2000,0,0,1000,2000,1000
1,80000,1,1,1,36,1,2,3,2,-1,-1,8415,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261
0,20000,1,2,1,45,0,0,0,0,-2,-2,13243,11699,12372,0,-800,0,1500,5017,0,0,800,0
1,70000,1,2,1,35,0,0,0,0,0,0,69388,70480,66646,69641,46458,50679,3439,3237,4938,1693,5000,2200
0,50000,1,2,1,33,0,0,0,0,0,0,28086,29088,25692,24336,20243,18995,1500,2000,1410,1000,1000,1000
0,50000,1,2,1,45,0,0,0,0,0,0,49573,49417,49085,33156,19344,18930,2245,1652,1497,10580,685,704
1,50000,1,3,1,42,2,0,0,2,0,0,10343,12161,15061,14400,16000,18000,2000,3100,0,2000,2000,0
0,20000,1,2,1,38,0,0,0,0,0,0,14966,16278,17012,17992,18350,18738,1565,1299,1279,637,663,1469
0,30000,1,2,2,37,0,0,0,0,0,0,23422,24425,25463,26453,26987,28760,1397,1435,1425,959,2201,1200
1,100000,1,3,2,35,1,2,0,-1,-1,-1,23704,21774,21818,1261,1261,1261,0,2000,1261,1261,1261,1651
0,50000,1,2,2,35,3,2,2,2,2,-1,150,150,150,150,150,805,0,0,0,0,805,43340
0,30000,1,2,2,34,0,0,0,0,-2,-2,17803,19126,19500,0,0,0,1626,1000,0,0,0,0
0,120000,1,3,2,37,-2,-2,-2,-2,-2,-2,2284,2007,1371,4639,360,2650,2007,1371,4639,360,2650,1947
0,50000,1,3,2,43,0,0,0,0,-1,0,50517,48230,42674,4593,18007,18230,2015,1882,2119,45800,662,1000
0,240000,1,3,2,45,1,2,0,0,0,0,221341,213264,207403,201331,195040,188968,7000,7500,7300,7000,7000,5869
1,20000,1,2,2,31,0,0,0,0,2,2,13192,14202,15237,17164,17294,16110,1230,1265,2192,694,0,3134
1,30000,1,2,2,39,0,0,0,0,0,0,24065,25660,26257,27641,29335,10493,2005,2000,2000,2000,1000,1000
1,220000,1,3,1,39,2,2,2,2,2,2,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0
0,450000,1,1,1,42,-1,0,-1,-1,-1,-1,2549,20499,2499,2499,0,11071,20449,2499,2499,0,11071,780
0,30000,1,2,2,34,2,0,0,4,3,2,18402,19785,24633,23961,23289,22779,2000,5500,0,0,0,3400
0,220000,1,2,1,37,0,0,0,0,0,0,13429,15688,17922,20111,22261,24392,2500,2500,2500,2500,2500,2500
0,200000,1,1,2,40,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000
0,50000,1,3,2,43,-1,-1,-1,0,-1,-1,4166,4166,4216,4166,4166,4166,4166,4216,4116,4166,4166,4166
1,50000,1,2,1,49,1,2,0,0,0,0,16747,16181,17912,19606,20969,25302,0,2000,2000,2000,5000,0
0,110000,1,2,1,38,0,0,0,0,0,0,42617,42229,42214,41405,40846,40385,1678,2023,1574,1375,1468,1649
1,100000,1,2,1,40,2,2,2,2,2,0,70762,69025,74489,78660,76797,78404,0,6600,6000,0,3000,3100
1,50000,1,3,2,32,0,0,0,0,0,0,49760,51105,48516,19078,19220,19514,2189,1600,1600,700,700,857
0,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,13067,6170,3439,1193,381,1516,6170,3444,1193,381,1516,542
0,80000,1,3,2,34,0,0,0,0,0,0,45876,46565,47967,48804,49624,50031,1752,2154,1991,1811,1742,2000
0,30000,1,2,2,34,0,0,0,0,0,0,26774,28014,29248,29254,19837,14793,2000,1694,1200,8697,2000,1000
0,230000,1,2,1,35,0,0,-1,-1,-1,0,30798,28806,2425,2425,3850,2425,1000,2425,2425,3850,1000,15244
0,20000,1,6,2,41,0,0,0,2,0,0,20101,20086,20221,19627,18948,0,1318,1973,1000,600,0,0
1,100000,1,2,2,44,0,0,0,-1,-1,0,20439,6882,2456,1537,1642,110,1068,1007,1741,1646,100,0
1,20000,1,2,1,40,0,0,0,2,0,0,12129,12919,14810,15267,15714,16308,1300,2100,1000,1000,1000,1000
0,150000,1,1,1,43,-2,-2,-2,-2,-1,-1,1000,0,0,1522,5014,1000,0,0,1522,5014,1406,0
0,230000,1,2,1,46,0,0,0,0,0,0,117255,109450,109794,109143,107996,109230,5400,5505,5505,4000,4500,5000
1,470000,1,1,1,38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,1977
0,50000,1,2,1,46,0,0,0,0,0,0,43719,44290,41245,42081,20328,20391,1700,1924,2015,1000,663,10000
1,20000,1,2,1,43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950
0,360000,1,1,2,30,-2,-2,-2,-2,-2,-2,1246,17234,387,776,810,0,17328,388,779,814,0,0
0,100000,1,5,1,38,0,0,0,0,0,0,101330,100278,100733,96038,94646,96631,3824,4311,3648,3370,3492,3614
0,170000,1,1,2,36,-1,-1,-1,-1,-1,-1,8433,644,7567,0,499,576,644,7567,0,499,576,0
1,230000,1,1,1,37,1,-1,-1,2,-1,0,0,2062,5056,3050,3700,1900,2062,3050,0,3700,0,2436
0,150000,1,1,2,35,0,0,0,0,0,0,114997,118821,121362,124687,125223,98890,4884,5100,6000,3142,3300,3323
0,80000,1,3,1,48,0,0,0,0,0,0,76288,71659,67528,64035,60612,57532,3003,2403,3003,3001,2401,3109
0,20000,1,3,2,40,0,0,0,0,0,0,16884,17891,19078,19800,20000,0,1291,1478,1200,400,0,0
1,150000,1,1,1,41,2,2,2,2,0,0,116699,113358,124745,121249,124237,132252,0,14779,0,5000,10000,5000
1,80000,1,2,1,36,3,2,2,4,4,3,600,600,600,600,600,300,0,0,0,0,0,0
0,20000,1,2,1,37,0,0,0,0,0,0,15429,16436,17584,18166,8190,8190,1270,1418,1000,3144,0,0
0,50000,1,1,2,36,0,0,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987
0,360000,1,1,2,33,-2,-2,-2,-2,-2,-2,714,-68,-68,-68,4132,-2,7,0,0,4200,48,5500
0,150000,1,3,1,40,0,0,0,0,0,0,121544,123615,126733,130241,132466,134808,5000,4533,5000,3724,3829,3900
0,30000,1,1,2,38,1,2,0,0,0,0,96258,69707,71904,62630,57406,46231,0,4000,5000,8000,1460,40000
0,500000,1,3,2,36,0,-1,-1,-1,-1,0,9001,1687,1409,16200,19880,9110,1702,1422,16281,20062,500,25070
0,360000,1,2,1,40,-2,-2,-2,-2,-2,-2,0,256,0,425,1529,0,256,0,425,1529,0,590
0,400000,1,1,1,38,1,2,2,2,-1,0,36838,26214,16199,3320,111353,103569,65,3383,20,112679,3699,3567
0,350000,1,2,1,43,-2,-2,-2,-2,-2,-2,6088,3405,7763,20573,2367,11486,3436,7813,20604,2376,11493,13885
1,20000,1,2,2,36,1,4,3,3,2,3,15557,15015,16079,15528,16477,15930,0,1600,0,1500,0,0
1,160000,1,2,1,41,-1,-1,-1,-1,0,-1,326,1306,326,79652,326,49326,1306,652,79652,0,49326,326
0,50000,1,2,1,45,0,0,0,0,0,0,50297,49944,48030,32097,31450,29695,1939,1547,1464,1078,1225,1500
0,80000,1,2,1,39,0,0,0,0,0,0,37712,38713,39750,40771,42087,43409,1626,1663,1684,2000,2000,2000
0,260000,1,2,2,33,0,0,0,0,0,-1,19152,19934,21693,25492,29876,416,5000,5000,5000,5000,416,566
1,150000,1,1,2,37,2,2,2,2,2,2,36148,36858,35985,38687,37765,40352,1600,0,3300,0,3200,1700
0,200000,1,1,1,42,-2,-2,-2,-2,-2,-2,-200,-200,-200,-200,2472,0,0,0,0,2672,0,1862
1,140000,1,1,2,32,0,0,0,0,2,0,46134,50890,59395,73225,56999,61050,5890,9395,15000,0,5000,7086
0,430000,1,1,2,34,0,0,0,0,0,0,416678,424740,434836,378571,228568,232668,16005,18016,16005,9005,9013,8010
0,110000,1,2,2,40,0,0,0,0,0,0,106455,109191,110937,108869,43207,42954,6000,5000,3814,2000,1600,1600
0,100000,1,3,2,45,-1,-1,0,0,0,0,10380,71944,72486,73717,74402,73187,72024,4028,6006,3018,3000,3008
0,370000,1,1,2,37,-2,-2,-2,-2,-2,-2,12913,3409,2070,1895,2214,29613,3409,2070,1895,2214,29613,535
0,320000,1,4,2,36,-2,-2,-2,-2,-2,-2,2860,16021,0,0,0,0,16021,0,0,0,0,0
0,80000,1,1,1,33,0,0,0,0,0,0,45524,62969,36217,36386,41596,27635,2000,10000,2000,6500,8000,5000
1,100000,1,1,1,35,1,-2,-2,-2,-2,-1,0,0,0,0,0,970,0,0,0,0,970,830
0,90000,1,3,1,46,0,0,0,0,0,0,91092,91229,66730,44850,29257,24755,4000,3000,2000,638,2000,500
0,80000,1,2,1,50,0,0,0,0,0,0,72269,75007,67150,44374,48974,35396,4000,3000,5000,37000,2000,2000
1,20000,1,2,2,50,1,2,3,2,2,3,10056,12571,12086,11595,13197,12700,3000,0,0,1800,0,0
0,80000,1,3,1,59,0,0,0,0,0,0,78651,80199,82036,82031,81535,81586,3454,3725,3722,3228,3281,3374
0,320000,1,1,1,51,0,0,0,0,0,0,483184,290784,277482,282869,253903,249866,20373,13000,11160,8418,8325,8602
0,200000,1,2,1,55,0,0,0,0,0,0,169287,172655,178858,180101,173138,176920,6177,8982,6758,6257,6633,6115
0,320000,1,2,1,50,0,0,0,0,0,0,277884,281848,288726,293969,247873,250870,10100,11422,11006,10011,9091,7026
1,30000,1,3,3,52,1,2,2,3,2,2,23819,23144,28066,27321,27571,29300,0,5637,0,1000,2332,0
0,90000,1,3,2,50,0,0,0,0,0,0,80926,76495,71616,60177,54440,45788,3451,3243,2390,1840,1690,1954
0,180000,1,2,1,52,-2,-2,-1,0,0,-2,360,345,139740,15631,2777,2160,345,139770,1000,2777,2160,3424
0,60000,1,2,1,52,0,0,0,0,0,0,58682,56893,58170,56539,29425,28013,3762,3000,2000,1000,1000,1500
1,20000,1,3,1,53,3,2,2,7,7,7,2255,2255,2255,2255,2255,2255,0,0,0,0,0,0
0,80000,1,3,1,53,1,2,0,0,0,0,9637,7251,8026,3878,3618,0,0,1088,1000,1000,958,1210
0,200000,1,2,1,52,0,0,0,-2,-2,-2,150603,153900,0,0,0,0,7000,0,0,0,0,0
0,360000,1,2,1,50,-2,-2,-2,-2,-2,-2,28595,0,2500,0,0,0,0,2500,0,0,0,0
0,370000,1,3,2,66,0,0,0,0,0,0,258397,236235,204503,201259,157159,152357,9661,9599,8683,6970,56032,6025
1,180000,1,1,2,51,0,0,0,0,0,2,134327,123211,118587,118482,119952,110003,6015,6005,5702,7509,14,5011
1,20000,1,3,3,59,2,0,0,0,0,0,15281,16316,17347,18055,18755,20299,1596,1600,1300,1000,2000,0
0,60000,1,3,1,54,0,0,0,0,0,-1,58432,58312,59388,29941,1341,1876,20000,3000,3000,1000,2000,25000
0,330000,1,2,1,52,0,0,0,0,0,0,120212,119507,118891,107722,96842,85015,5000,5000,5000,5000,3500,5000
0,50000,1,3,1,57,2,0,0,0,0,0,18275,18494,16978,16282,17363,8833,1509,2003,1200,1281,1512,2308
0,10000,1,2,1,50,1,2,0,0,0,0,10171,8150,8446,8067,8227,8400,2,1281,1134,294,305,1000
0,20000,1,3,2,57,2,0,0,2,3,2,9918,11442,15926,16668,16109,15709,2000,5000,1300,0,0,1000
0,20000,1,2,2,50,-1,-1,0,0,0,-2,1956,16568,15586,12800,0,0,16573,1551,5060,0,0,0
0,190000,1,3,1,50,0,0,0,0,2,0,102648,106410,108770,115325,112063,114484,5400,5491,9800,0,4300,8700
0,270000,1,1,1,50,2,4,3,3,2,2,213616,208784,212058,207226,202394,231339,0,8000,0,0,32236,3000
0,480000,1,2,2,51,-2,-2,-2,-2,-2,-2,2900,17646,0,15620,5200,1355,17646,0,15620,5200,1355,2750
0,380000,1,3,1,52,0,0,0,0,0,0,145445,144908,147940,151488,154975,159477,6000,5362,6000,6000,7000,10000
1,280000,1,3,1,52,0,0,0,0,0,0,247868,251246,258032,263163,267083,272706,9000,10842,10928,9700,10000,10125
0,200000,1,1,1,53,0,0,0,0,0,0,66012,68099,70387,71929,58133,40500,2500,2700,2242,2093,1300,0
0,50000,1,3,1,54,0,0,0,0,0,2,37238,38387,39589,19533,20535,19690,1771,1973,1307,1699,0,705
1,30000,1,3,1,54,3,3,3,2,0,0,29391,30224,29472,56952,28476,28296,1600,0,0,600,600,1000
1,450000,1,1,1,67,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,170000,2,2,2,27,0,0,0,0,0,0,48947,35777,37589,29079,27134,27734,10000,3037,5018,5006,3024,3309
0,30000,2,2,1,30,1,3,2,2,2,2,28720,27977,27248,29281,28511,30952,0,0,2800,0,2900,0
0,50000,2,3,2,22,0,0,0,0,0,0,18108,18512,19468,16989,17326,17748,1400,1300,2800,619,700,1000
0,360000,2,2,1,33,-1,-1,-1,0,0,-2,21730,20000,8660,10013,-24,-24,20000,8660,1510,0,0,5189
0,240000,2,1,2,28,0,0,0,0,0,0,233441,236496,242446,207633,197644,193724,9000,10307,9014,6029,6014,6034
0,50000,2,3,2,22,0,0,-1,0,-1,-1,46811,40458,50622,42132,15311,19387,1036,50622,1149,15311,19387,385
0,50000,2,2,2,22,0,0,2,2,2,0,37253,38075,32982,31857,29647,29585,5500,6194,1200,0,2000,2000
1,50000,2,2,2,22,2,2,2,2,2,2,36665,40362,39441,41318,13996,14974,4626,0,3003,0,1206,0
1,50000,2,2,2,24,2,0,0,0,0,0,48690,48384,49450,49706,9472,9671,2078,2144,1400,339,352,500
0,30000,2,3,2,23,4,4,3,2,0,0,15947,15410,14881,14124,14172,1270,0,0,0,48,0,0
0,50000,2,2,2,22,0,0,-1,-1,-1,-1,8585,0,880,0,150,528,0,880,0,150,528,25775
0,80000,2,1,2,23,-1,-1,-1,-1,-1,-1,390,390,390,390,390,540,390,390,390,390,540,390
0,90000,2,3,2,22,0,0,0,0,0,0,68663,65244,52452,35001,29675,28667,4341,2068,3315,1029,1334,1673
0,150000,2,1,2,24,1,-1,-1,-1,-1,2,-200,200,200,200,550,550,600,200,200,550,200,0
1,20000,2,3,1,24,0,0,0,0,2,2,10994,12006,15967,17576,16996,18223,1500,4500,2187,0,1500,0
0,50000,2,2,2,24,2,2,2,2,2,2,49397,50388,51450,47867,51045,51118,2100,2200,0,4300,2100,0
0,20000,2,2,2,23,0,0,0,0,0,0,16027,16740,17451,18141,18239,18302,1600,1600,1600,1000,663,654
0,30000,2,1,2,23,0,0,0,0,0,0,27013,26590,26249,22721,17650,25602,1470,1889,1400,384,1000,0
0,30000,2,2,2,23,0,0,0,0,0,2,28138,22517,24148,25437,28391,27801,2000,2000,2000,3700,0,1500
0,80000,2,1,2,24,0,0,0,0,0,0,78862,71124,59692,58055,44578,45889,4000,3000,1844,1567,2000,2000
1,10000,2,1,2,22,0,0,2,0,0,0,6967,9199,8908,9676,9680,8343,2523,0,1000,4,167,3535
1,60000,2,2,1,24,2,0,0,0,2,0,61434,59358,57781,62309,60435,55468,2850,2130,7050,0,3190,2100
0,30000,2,3,2,22,0,0,-1,0,0,-1,8922,6698,187,1187,0,1405,1275,187,1000,0,1405,623
1,30000,2,2,2,22,2,2,2,0,0,0,27201,27873,25406,23339,17869,15284,4000,0,2000,2000,1500,1000
1,20000,2,2,2,25,0,0,0,0,0,0,18825,18545,18606,18904,19433,18902,1300,1613,1301,830,698,822
1,50000,2,1,2,25,-1,-1,-1,-1,-1,-2,390,0,390,780,0,0,0,390,780,0,0,0
0,30000,2,2,2,29,0,0,0,0,0,0,26953,27412,27835,28215,28345,29055,1741,2000,1439,959,1500,1411
0,50000,2,2,2,24,0,0,0,0,0,0,50649,50607,49903,41083,29635,30261,1905,1801,1468,1043,1085,1193
0,50000,2,1,2,22,1,2,2,2,0,0,42611,41632,44069,37395,32284,32805,0,3509,0,1302,1191,1492
0,50000,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,10000,2,1,2,23,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
1,10000,2,2,1,24,0,0,0,0,0,0,6902,7922,8939,9533,9692,9829,1142,1159,1140,692,829,1000
0,20000,2,1,2,24,2,-1,-1,-1,-1,-1,1150,1661,-29,2992,3664,5364,1661,0,3021,3664,5364,0
1,100000,2,2,1,24,2,0,0,0,-2,-1,68371,9015,3325,0,0,93737,1300,1000,0,0,94562,3700
1,20000,2,2,2,22,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800
1,30000,2,2,2,22,0,0,0,0,0,0,25490,26494,27534,28177,28399,28655,1432,1472,1447,1001,1030,1059
1,20000,2,2,1,22,0,0,0,-1,-1,0,19667,19974,5491,831,20088,19733,1500,1000,831,20500,1000,1100
0,50000,2,3,2,23,2,0,0,0,0,0,50653,49348,47995,40226,27828,28411,2190,2027,2204,996,1031,1047
0,70000,2,1,2,24,1,2,0,0,0,0,19200,19079,17695,17791,15704,16257,500,1300,1240,600,1000,608
0,100000,2,2,2,24,0,0,0,0,-1,0,101614,99413,102252,89009,79853,80970,10000,17023,8942,86950,33000,7013
0,100000,2,2,2,24,0,0,0,0,-1,0,7094,8249,7911,17716,1002,1518,1439,2000,10070,1002,1000,500
1,50000,2,1,2,25,2,0,0,0,0,0,49052,48026,47361,44293,17807,18324,3006,2300,3064,1799,790,1100
0,250000,2,2,2,26,0,0,0,2,2,2,124353,132251,148597,135715,76113,26366,10000,19888,2500,10302,17500,3000
1,50000,2,2,1,26,0,0,0,0,0,0,50604,50913,43348,10122,9626,9828,1924,1461,1155,400,351,500
0,50000,2,1,2,25,0,0,0,0,0,0,38487,41186,41535,36973,39581,41817,5000,5000,3000,4000,5000,2000
0,230000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,200000,2,2,2,25,0,0,2,0,0,0,175435,195581,190716,132731,129960,66747,24720,0,6000,40450,13000,5000
0,50000,2,2,2,23,0,0,0,0,0,0,46968,36912,32616,29788,27562,26129,1600,1500,1500,1200,1078,951
1,100000,2,2,2,24,3,2,2,2,2,2,85016,86918,88624,89576,90614,89046,4200,4000,3300,3400,0,7000
0,140000,2,2,2,24,0,0,2,2,2,2,99012,106817,109646,106420,111130,113204,11000,6000,0,8000,4000,5000
0,20000,2,2,2,24,0,0,0,0,0,0,13542,14852,15571,16584,17067,34262,1543,1262,1275,758,638,1340
0,60000,2,2,2,25,0,0,0,0,0,0,36081,37194,38116,39902,58737,56902,2500,2000,3000,20000,3000,2000
1,10000,2,2,2,22,0,0,2,2,2,0,6759,8925,8637,10277,9736,9704,2450,0,1800,0,500,600
0,30000,2,1,2,23,1,4,4,3,2,3,26185,29944,29399,28632,30363,29594,4518,206,0,2500,0,2000
0,60000,2,1,2,23,0,0,0,0,0,2,13233,12772,14555,15803,19217,18768,1500,2000,1500,3700,0,900
0,30000,2,2,2,25,1,2,3,2,2,0,17835,21220,20563,18676,18281,17261,4000,0,1000,0,2000,2000
1,60000,2,2,2,23,0,0,0,0,0,0,57097,58134,58647,59619,57068,57668,2659,2190,2078,2002,2062,2072
0,80000,2,1,2,25,0,0,0,0,0,0,72120,71702,71532,71222,47538,48879,2600,2700,2200,2000,3443,2000
0,220000,2,2,1,25,0,0,0,0,0,0,142714,270596,52682,23243,18101,27036,7200,3200,1200,1000,25000,2000
0,210000,2,2,2,24,0,0,0,0,0,0,45685,29287,19689,20629,21193,21484,1609,1362,1302,866,742,1000
1,60000,2,2,2,24,3,2,2,2,2,-1,150,150,150,150,150,150,0,0,0,0,150,44399
0,50000,2,2,2,24,0,0,0,0,2,0,43627,39981,40205,43024,39908,40731,3000,2001,3520,0,2000,2000
1,170000,2,2,2,27,-1,-1,-1,0,0,0,414,-1020,25607,23922,24399,24919,0,27107,1500,863,903,3000
0,20000,2,2,2,27,0,0,0,0,0,0,15248,16255,17282,18293,18661,20157,1265,1292,1303,671,1800,0
0,70000,2,2,1,25,0,0,0,0,0,0,70940,70639,71230,68655,41679,29887,2533,3098,2811,1281,1069,1103
0,120000,2,1,2,26,-1,-1,-1,-1,-1,-1,594,1052,736,420,2189,1482,1052,736,420,2189,500,0
0,50000,2,2,1,27,0,0,0,0,0,0,40491,41522,42725,40802,42422,47912,2003,2206,3000,3000,8000,0
0,150000,2,2,2,27,0,0,0,0,0,0,140947,121059,95250,55070,44425,7582,5000,3709,1101,2000,152,70181
0,300000,2,3,2,27,0,0,0,0,0,0,105786,113850,116918,119929,122914,125910,9000,4000,4000,4000,4000,4000
0,50000,2,2,2,27,0,0,0,0,0,0,48492,48356,32904,28864,29708,29921,1600,1715,2000,3010,2000,1100
0,50000,2,2,2,24,0,0,0,2,0,0,47608,48933,51415,48977,10082,9936,2118,3600,7,345,1000,400
1,80000,2,2,2,24,2,2,2,2,2,2,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0
0,20000,2,1,2,24,0,0,0,0,0,0,18916,18556,19162,19293,19298,19198,1600,1805,1400,405,400,0
1,20000,2,3,1,27,3,2,0,0,0,0,16004,15450,16892,17396,14017,0,0,1696,1200,22,0,0
0,110000,2,2,2,28,0,0,0,0,0,0,106202,105080,107420,107325,108545,105341,5300,5540,5361,4500,4000,4500
1,130000,2,2,2,25,2,-1,-1,-1,-1,-1,836,668,1017,1298,550,-286,668,1200,1300,964,1698,60549
1,50000,2,3,2,25,0,0,2,2,2,0,41641,44434,45916,46566,45516,46484,3500,2500,1700,0,1700,3900
1,50000,2,2,2,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500
0,130000,2,2,2,26,0,0,0,0,0,0,187600,185945,183828,164667,132746,57989,6074,6037,4646,4230,1941,2151
0,50000,2,1,2,27,1,2,2,2,2,2,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0
0,10000,2,1,1,27,0,-1,-1,0,0,-1,6031,836,2032,2150,1490,390,836,2032,1000,1000,390,1632
0,180000,2,1,2,30,0,0,0,0,0,-1,112106,105872,107685,106060,2958,1079,3800,6000,3000,100,1100,800
0,260000,2,1,2,28,0,0,0,0,0,0,85666,92286,93742,93369,82476,73789,10005,4026,3481,141,20074,60308
0,420000,2,2,2,26,-2,-2,-2,-2,-2,-2,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258
0,90000,2,2,1,28,0,0,0,0,0,0,59694,55282,60630,58919,47850,48034,2852,15678,7763,1686,1735,1518
0,230000,2,2,2,27,0,0,0,0,0,0,73521,75691,77867,80957,83695,86184,4000,4000,5000,5000,4000,8000
0,20000,2,3,1,30,0,0,0,-2,-1,0,12304,17000,0,0,700,700,5170,0,0,700,0,0
